config_name,dataset_name,model,roc_auc_score,lagged,filename,target
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.7102102102102102,True,TestCLIM_N-5_T-250_0155.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.6425339366515838,True,TestCLIM_N-5_T-250_0166.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8473913043478262,True,TestCLIM_N-5_T-250_0170.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9191919191919192,True,TestCLIM_N-5_T-250_0170.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9018003273322422,True,TestCLIM_N-5_T-250_0170.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.837173579109063,True,TestCLIM_N-5_T-250_0161.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8680241327300151,True,TestCLIM_N-5_T-250_0161.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.896551724137931,True,TestCLIM_N-5_T-250_0161.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.7837209302325581,True,TestCLIM_N-5_T-250_0163.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9841628959276018,True,TestCLIM_N-5_T-250_0068.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.980564024390244,True,TestCLIM_N-5_T-250_0068.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8810606060606061,True,TestCLIM_N-5_T-250_0102.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8775000000000001,True,TestCLIM_N-5_T-250_0102.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8045454545454546,True,TestCLIM_N-5_T-250_0050.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8911564625850341,True,TestCLIM_N-5_T-250_0050.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9154589371980676,True,TestCLIM_N-5_T-250_0050.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.913109756097561,True,TestCLIM_N-5_T-250_0050.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.91203007518797,True,TestCLIM_N-5_T-250_0140.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8142857142857143,True,TestCLIM_N-5_T-250_0140.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.933634992458522,True,TestCLIM_N-5_T-250_0062.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8653846153846154,True,TestCLIM_N-5_T-250_0144.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.7873303167420814,True,TestCLIM_N-5_T-250_0045.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9166666666666669,True,TestCLIM_N-5_T-250_0189.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9613636363636364,True,TestCLIM_N-5_T-250_0189.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.900921658986175,True,TestCLIM_N-5_T-250_0070.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8989028213166145,True,TestCLIM_N-5_T-250_0070.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9651360544217686,True,TestCLIM_N-5_T-250_0070.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8940548780487805,True,TestCLIM_N-5_T-250_0167.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9195488721804512,True,TestCLIM_N-5_T-250_0167.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8899224806201551,True,TestCLIM_N-5_T-250_0167.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8361280487804879,True,TestCLIM_N-5_T-250_0173.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.7204347826086956,True,TestCLIM_N-5_T-250_0173.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8338345864661654,True,TestCLIM_N-5_T-250_0197.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9141666666666668,True,TestCLIM_N-5_T-250_0056.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9054878048780488,True,TestCLIM_N-5_T-250_0033.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.666920731707317,True,TestCLIM_N-5_T-250_0033.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8866366366366367,True,TestCLIM_N-5_T-250_0033.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.756060606060606,True,TestCLIM_N-5_T-250_0035.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8656156156156156,True,TestCLIM_N-5_T-250_0030.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.756006006006006,True,TestCLIM_N-5_T-250_0027.txt,4
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.7938871473354232,True,TestCLIM_N-5_T-250_0124.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8904347826086956,True,TestCLIM_N-5_T-250_0121.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8863636363636364,True,TestCLIM_N-5_T-250_0121.txt,1
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.9041666666666668,True,TestCLIM_N-5_T-250_0121.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.6954887218045114,True,TestCLIM_N-5_T-250_0174.txt,3
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.8738095238095238,True,TestCLIM_N-5_T-250_0094.txt,0
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.7734848484848486,True,TestCLIM_N-5_T-250_0094.txt,2
xcm_clim_2,TestCLIM_N-5_T-250/returns,XCM_pytorch,0.913109756097561,True,TestCLIM_N-5_T-250_0094.txt,4
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.8163558106169296,True,timeseries24.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7989203778677463,True,timeseries24.csv,2
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7840755735492577,True,timeseries24.csv,3
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7555555555555555,True,timeseries24.csv,4
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.6531862745098039,True,timeseries8.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.8078947368421053,True,timeseries8.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.985156685884322,True,timeseries20.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.9920542635658915,True,timeseries20.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.9908343400491018,True,timeseries20.csv,2
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.9967824917202264,True,timeseries20.csv,4
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7115151515151515,True,timeseries13.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7395459976105137,True,timeseries23.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.803088803088803,True,timeseries23.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7830882352941176,True,timeseries23.csv,2
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.759809750297265,True,timeseries23.csv,3
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.7678571428571429,True,timeseries23.csv,4
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.6396396396396397,True,timeseries16.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.987467442213579,True,timeseries19.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.9936410907791848,True,timeseries19.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.9932926829268292,True,timeseries19.csv,2
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.9972768248403656,True,timeseries19.csv,4
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.717948717948718,True,timeseries10.csv,0
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.8321078431372548,True,timeseries15.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.6642771804062126,True,timeseries14.csv,1
dcam_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,dCAM,0.6296296296296297,True,timeseries14.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.8333333333333334,True,timeseries18.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7348777348777348,True,timeseries24.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.8206599713055954,True,timeseries24.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.757085020242915,True,timeseries24.csv,2
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.8043184885290149,True,timeseries24.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7666666666666666,True,timeseries24.csv,4
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7095588235294118,True,timeseries8.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.8197368421052631,True,timeseries8.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.9897131299981404,True,timeseries20.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.99421834625323,True,timeseries20.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.9949651221698296,True,timeseries20.csv,2
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.9964480504845616,True,timeseries20.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.996774624951816,True,timeseries20.csv,4
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7113399488235661,True,timeseries9.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7183361242881271,True,timeseries9.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.6937270952037022,True,timeseries9.csv,2
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7045548938415439,True,timeseries9.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.691038334602691,True,timeseries5.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7153629536921151,True,timeseries5.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7614267676767678,True,timeseries5.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.6956004756242568,True,timeseries21.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7550776583034647,True,timeseries21.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7323775388291518,True,timeseries23.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.8249678249678251,True,timeseries23.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7892156862745099,True,timeseries23.csv,2
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7752675386444708,True,timeseries23.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7488095238095238,True,timeseries23.csv,4
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.8318452380952381,True,timeseries22.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7065637065637065,True,timeseries16.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.760248447204969,True,timeseries16.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.7202380952380952,True,timeseries16.csv,2
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.6426767676767676,True,timeseries16.csv,3
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.9892077507971548,True,timeseries19.csv,0
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.9947604493311636,True,timeseries19.csv,1
lstm_fmri_2,fMRI_processed_by_Nauta/returns/our_selection,LSTM,0.995636680392778,True,timeseries19.csv,2
