config_name,dataset_name,filename,target,model,explanation,roc_auc_score
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0189.txt,4,transformer,OS,0.8946969696969698
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0189.txt,4,transformer,DM,0.8946969696969698
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,2,transformer,IG,0.64576802507837
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,2,transformer,GS,0.64576802507837
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,2,transformer,FA,0.64576802507837
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,2,transformer,FP,0.64576802507837
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,2,transformer,OS,0.64576802507837
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,2,transformer,DM,0.64576802507837
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,4,transformer,IG,0.7210884353741496
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,4,transformer,GS,0.7210884353741496
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,4,transformer,FA,0.7210884353741496
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,4,transformer,FP,0.7210884353741496
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,4,transformer,OS,0.7210884353741496
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0070.txt,4,transformer,DM,0.7210884353741496
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,0,transformer,IG,0.7964939024390243
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,0,transformer,GS,0.7964939024390243
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,0,transformer,FA,0.7964939024390243
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,0,transformer,FP,0.7964939024390243
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,0,transformer,OS,0.7964939024390243
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,0,transformer,DM,0.7964939024390243
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,1,transformer,IG,0.7639097744360903
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,1,transformer,GS,0.7639097744360903
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,1,transformer,FA,0.7639097744360903
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,1,transformer,FP,0.7639097744360903
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,1,transformer,OS,0.7639097744360903
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,1,transformer,DM,0.7639097744360903
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,2,transformer,IG,0.8775193798449613
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,2,transformer,GS,0.8775193798449613
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,2,transformer,FA,0.8775193798449613
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,2,transformer,FP,0.8775193798449613
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,2,transformer,OS,0.8775193798449613
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0167.txt,2,transformer,DM,0.8775193798449613
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,0,transformer,IG,0.7250384024577573
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,0,transformer,GS,0.7250384024577573
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,0,transformer,FA,0.7250384024577573
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,0,transformer,FP,0.7250384024577573
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,0,transformer,OS,0.7250384024577573
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,0,transformer,DM,0.7250384024577573
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,2,transformer,IG,0.5965309200603318
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,2,transformer,GS,0.5965309200603318
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,2,transformer,FA,0.5965309200603318
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,2,transformer,FP,0.5965309200603318
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,2,transformer,OS,0.5965309200603318
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0023.txt,2,transformer,DM,0.5965309200603318
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,1,transformer,IG,0.6974085365853658
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,1,transformer,GS,0.6974085365853658
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,1,transformer,FA,0.6974085365853658
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,1,transformer,FP,0.6974085365853658
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,1,transformer,OS,0.6974085365853658
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,1,transformer,DM,0.6974085365853658
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,3,transformer,IG,0.6291291291291291
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,3,transformer,GS,0.6291291291291291
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,3,transformer,FA,0.6291291291291291
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,3,transformer,FP,0.6291291291291291
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,3,transformer,OS,0.6291291291291291
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0033.txt,3,transformer,DM,0.6291291291291291
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0184.txt,1,transformer,IG,0.6644144144144144
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0184.txt,1,transformer,GS,0.6644144144144144
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0184.txt,1,transformer,FA,0.6644144144144144
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0184.txt,1,transformer,FP,0.6644144144144144
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0184.txt,1,transformer,OS,0.6644144144144144
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0184.txt,1,transformer,DM,0.6644144144144144
transformer_clim_5,TestCLIM_N-5_T-250/returns,TestCLIM_N-5_T-250_0030.txt,1,transformer,IG,0.7252252252252253
