num_nonlagged_parents,num_lagged_parents,num_nonlagged_ancestors,num_lagged_ancestors,num_nonlagged_connected,num_lagged_connected,avg_nonlagged_parents,avg_lagged_parents,avg_nonlagged_ancestors,avg_lagged_ancestors,avg_nonlagged_connected,avg_lagged_connected,target,filename,dataset_name
2,4,1,16,5,44,2.2,4.4,1.8,17.8,5.0,44.0,3,TestCLIM_N-5_T-250_0023.txt,TestCLIM_N-5_T-250/returns
2,4,3,17,5,44,2.2,4.4,1.8,17.8,5.0,44.0,4,TestCLIM_N-5_T-250_0023.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.4,2.8,1.0,12.6,5.0,43.0,0,TestCLIM_N-5_T-250_0030.txt,TestCLIM_N-5_T-250/returns
2,4,1,16,5,43,1.4,2.8,1.0,12.6,5.0,43.0,1,TestCLIM_N-5_T-250_0030.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.4,2.8,1.0,12.6,5.0,43.0,2,TestCLIM_N-5_T-250_0030.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,5,43,1.4,2.8,1.0,12.6,5.0,43.0,3,TestCLIM_N-5_T-250_0030.txt,TestCLIM_N-5_T-250/returns
2,4,3,23,5,43,1.4,2.8,1.0,12.6,5.0,43.0,4,TestCLIM_N-5_T-250_0030.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,1,9,1.2,2.4,0.8,8.4,3.4,29.0,0,TestCLIM_N-5_T-250_0142.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,4,34,1.2,2.4,0.8,8.4,3.4,29.0,1,TestCLIM_N-5_T-250_0142.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,4,34,1.2,2.4,0.8,8.4,3.4,29.0,2,TestCLIM_N-5_T-250_0142.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,4,34,1.2,2.4,0.8,8.4,3.4,29.0,3,TestCLIM_N-5_T-250_0142.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,4,34,1.2,2.4,0.8,8.4,3.4,29.0,4,TestCLIM_N-5_T-250_0142.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,4,36,1.6,3.2,1.2,11.6,3.4,29.0,0,TestCLIM_N-5_T-250_0060.txt,TestCLIM_N-5_T-250/returns
4,8,3,32,4,36,1.6,3.2,1.2,11.6,3.4,29.0,1,TestCLIM_N-5_T-250_0060.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,4,36,1.6,3.2,1.2,11.6,3.4,29.0,2,TestCLIM_N-5_T-250_0060.txt,TestCLIM_N-5_T-250/returns
0,0,0,0,1,1,1.6,3.2,1.2,11.6,3.4,29.0,3,TestCLIM_N-5_T-250_0060.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,4,36,1.6,3.2,1.2,11.6,3.4,29.0,4,TestCLIM_N-5_T-250_0060.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,5,43,1.6,3.2,1.4,11.8,5.0,43.0,0,TestCLIM_N-5_T-250_0076.txt,TestCLIM_N-5_T-250/returns
3,6,2,24,5,43,1.6,3.2,1.4,11.8,5.0,43.0,1,TestCLIM_N-5_T-250_0076.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,5,43,1.6,3.2,1.4,11.8,5.0,43.0,2,TestCLIM_N-5_T-250_0076.txt,TestCLIM_N-5_T-250/returns
1,2,2,9,5,43,1.6,3.2,1.4,11.8,5.0,43.0,3,TestCLIM_N-5_T-250_0076.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.6,3.2,1.4,11.8,5.0,43.0,4,TestCLIM_N-5_T-250_0076.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,5,44,2.0,4.0,1.4,14.8,5.0,44.0,0,TestCLIM_N-5_T-250_0191.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,44,2.0,4.0,1.4,14.8,5.0,44.0,1,TestCLIM_N-5_T-250_0191.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,5,44,2.0,4.0,1.4,14.8,5.0,44.0,2,TestCLIM_N-5_T-250_0191.txt,TestCLIM_N-5_T-250/returns
3,6,2,24,5,44,2.0,4.0,1.4,14.8,5.0,44.0,3,TestCLIM_N-5_T-250_0191.txt,TestCLIM_N-5_T-250/returns
3,6,2,24,5,44,2.0,4.0,1.4,14.8,5.0,44.0,4,TestCLIM_N-5_T-250_0191.txt,TestCLIM_N-5_T-250/returns
1,2,1,15,5,44,2.2,4.4,1.8,17.8,5.0,35.4,0,TestCLIM_N-5_T-250_0106.txt,TestCLIM_N-5_T-250/returns
5,10,4,40,5,44,2.2,4.4,1.8,17.8,5.0,35.4,1,TestCLIM_N-5_T-250_0106.txt,TestCLIM_N-5_T-250/returns
0,0,0,0,5,1,2.2,4.4,1.8,17.8,5.0,35.4,2,TestCLIM_N-5_T-250_0106.txt,TestCLIM_N-5_T-250/returns
2,4,1,16,5,44,2.2,4.4,1.8,17.8,5.0,35.4,3,TestCLIM_N-5_T-250_0106.txt,TestCLIM_N-5_T-250/returns
3,6,3,18,5,44,2.2,4.4,1.8,17.8,5.0,35.4,4,TestCLIM_N-5_T-250_0106.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,5,42,1.6,3.2,1.4,9.2,5.0,42.0,0,TestCLIM_N-5_T-250_0042.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,5,42,1.6,3.2,1.4,9.2,5.0,42.0,1,TestCLIM_N-5_T-250_0042.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,42,1.6,3.2,1.4,9.2,5.0,42.0,2,TestCLIM_N-5_T-250_0042.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,5,42,1.6,3.2,1.4,9.2,5.0,42.0,3,TestCLIM_N-5_T-250_0042.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,5,42,1.6,3.2,1.4,9.2,5.0,42.0,4,TestCLIM_N-5_T-250_0042.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.6,3.2,1.2,10.4,5.0,43.0,0,TestCLIM_N-5_T-250_0027.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.6,3.2,1.2,10.4,5.0,43.0,1,TestCLIM_N-5_T-250_0027.txt,TestCLIM_N-5_T-250/returns
3,6,3,18,5,43,1.6,3.2,1.2,10.4,5.0,43.0,2,TestCLIM_N-5_T-250_0027.txt,TestCLIM_N-5_T-250/returns
2,4,2,10,5,43,1.6,3.2,1.2,10.4,5.0,43.0,3,TestCLIM_N-5_T-250_0027.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,5,43,1.6,3.2,1.2,10.4,5.0,43.0,4,TestCLIM_N-5_T-250_0027.txt,TestCLIM_N-5_T-250/returns
0,0,0,0,5,1,2.0,4.0,2.0,20.2,5.0,34.6,0,TestCLIM_N-5_T-250_0175.txt,TestCLIM_N-5_T-250/returns
4,8,3,32,5,43,2.0,4.0,2.0,20.2,5.0,34.6,1,TestCLIM_N-5_T-250_0175.txt,TestCLIM_N-5_T-250/returns
2,4,3,23,5,43,2.0,4.0,2.0,20.2,5.0,34.6,2,TestCLIM_N-5_T-250_0175.txt,TestCLIM_N-5_T-250/returns
1,2,2,22,5,43,2.0,4.0,2.0,20.2,5.0,34.6,3,TestCLIM_N-5_T-250_0175.txt,TestCLIM_N-5_T-250/returns
3,6,2,24,5,43,2.0,4.0,2.0,20.2,5.0,34.6,4,TestCLIM_N-5_T-250_0175.txt,TestCLIM_N-5_T-250/returns
1,2,2,15,5,44,1.6,3.2,1.6,18.4,5.0,44.0,0,TestCLIM_N-5_T-250_0194.txt,TestCLIM_N-5_T-250/returns
2,4,2,23,5,44,1.6,3.2,1.6,18.4,5.0,44.0,1,TestCLIM_N-5_T-250_0194.txt,TestCLIM_N-5_T-250/returns
2,4,1,16,5,44,1.6,3.2,1.6,18.4,5.0,44.0,2,TestCLIM_N-5_T-250_0194.txt,TestCLIM_N-5_T-250/returns
2,4,2,23,5,44,1.6,3.2,1.6,18.4,5.0,44.0,3,TestCLIM_N-5_T-250_0194.txt,TestCLIM_N-5_T-250/returns
1,2,1,15,5,44,1.6,3.2,1.6,18.4,5.0,44.0,4,TestCLIM_N-5_T-250_0194.txt,TestCLIM_N-5_T-250/returns
3,6,2,24,5,44,1.8,3.6,1.0,14.4,5.0,35.4,0,TestCLIM_N-5_T-250_0082.txt,TestCLIM_N-5_T-250/returns
4,8,3,32,5,44,1.8,3.6,1.0,14.4,5.0,35.4,1,TestCLIM_N-5_T-250_0082.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,44,1.8,3.6,1.0,14.4,5.0,35.4,2,TestCLIM_N-5_T-250_0082.txt,TestCLIM_N-5_T-250/returns
0,0,0,0,5,1,1.8,3.6,1.0,14.4,5.0,35.4,3,TestCLIM_N-5_T-250_0082.txt,TestCLIM_N-5_T-250/returns
